PV_Origin,PV_Destination,PV_Distance_km,PV_Year,DV_Quantity_Rice
Cebu City,Cagayan de Oro City,214.79,2009,1
Cebu City,Cagayan de Oro City,214.79,2010,
Cebu City,Cagayan de Oro City,214.79,2011,
Cebu City,Cagayan de Oro City,214.79,2012,
Cebu City,Cagayan de Oro City,214.79,2013,
Cebu City,Cagayan de Oro City,214.79,2014,
Cebu City,Cagayan de Oro City,214.79,2015,
Cebu City,Cagayan de Oro City,214.79,2016,51
Cebu City,Cagayan de Oro City,214.79,2017,62
Cebu City,Cagayan de Oro City,214.79,2018,18
Cebu City,Cagayan de Oro City,214.79,2019,8
Cebu City,Cagayan de Oro City,214.79,2020,13
Cebu City,Cagayan de Oro City,214.79,2021,
Cebu City,Cagayan de Oro City,214.79,2022,84
Cebu City,Dipolog City,204.11,1995,
Cebu City,Dipolog City,204.11,1996,
Cebu City,Dipolog City,204.11,1997,
Cebu City,Dipolog City,204.11,1998,
Cebu City,Dipolog City,204.11,1999,
Cebu City,Dipolog City,204.11,2000,
Cebu City,Dipolog City,204.11,2001,
Cebu City,Dipolog City,204.11,2002,
Cebu City,Dipolog City,204.11,2003,
Cebu City,Dipolog City,204.11,2004,
Cebu City,Dipolog City,204.11,2005,
Cebu City,Dipolog City,204.11,2006,
Cebu City,Dipolog City,204.11,2007,
Cebu City,Dipolog City,204.11,2008,
Cebu City,Dipolog City,204.11,2009,
Cebu City,Dipolog City,204.11,2010,
Cebu City,Dipolog City,204.11,2011,
Cebu City,Dipolog City,204.11,2012,
Cebu City,Dipolog City,204.11,2013,
Cebu City,Dipolog City,204.11,2014,
Cebu City,Dipolog City,204.11,2015,
Cebu City,Dipolog City,204.11,2016,
Cebu City,Dipolog City,204.11,2017,
Cebu City,Dipolog City,204.11,2018,
Cebu City,Dipolog City,204.11,2019,
Cebu City,Dipolog City,204.11,2020,5
Cebu City,Dipolog City,204.11,2021,
Cebu City,Dipolog City,204.11,2022,
Cebu City,General Santos City,490.99,1995,
Cebu City,General Santos City,490.99,1996,44
Cebu City,General Santos City,490.99,1997,
Cebu City,General Santos City,490.99,1998,
Cebu City,General Santos City,490.99,1999,
Cebu City,General Santos City,490.99,2000,
Cebu City,General Santos City,490.99,2001,
Cebu City,General Santos City,490.99,2002,
Cebu City,General Santos City,490.99,2003,
Cebu City,General Santos City,490.99,2004,
Cebu City,General Santos City,490.99,2005,
Cebu City,General Santos City,490.99,2006,
Cebu City,General Santos City,490.99,2007,
Cebu City,General Santos City,490.99,2008,
Cebu City,General Santos City,490.99,2009,
Cebu City,General Santos City,490.99,2010,
Cebu City,General Santos City,490.99,2011,
Cebu City,General Santos City,490.99,2012,
Cebu City,General Santos City,490.99,2013,
Cebu City,General Santos City,490.99,2014,
Cebu City,General Santos City,490.99,2015,
Cebu City,General Santos City,490.99,2016,
Cebu City,General Santos City,490.99,2017,13
Cebu City,General Santos City,490.99,2018,207
Cebu City,General Santos City,490.99,2019,
Cebu City,General Santos City,490.99,2020,
Cebu City,General Santos City,490.99,2021,
Cebu City,General Santos City,490.99,2022,
Cebu City,Tacloban City,160.07,1995,
Cebu City,Tacloban City,160.07,1996,
Cebu City,Tacloban City,160.07,1997,
Cebu City,Tacloban City,160.07,1998,
Cebu City,Tacloban City,160.07,1999,
Cebu City,Tacloban City,160.07,2000,
Cebu City,Tacloban City,160.07,2001,
Cebu City,Tacloban City,160.07,2002,
Cebu City,Tacloban City,160.07,2003,
Cebu City,Tacloban City,160.07,2004,
Cebu City,Tacloban City,160.07,2005,
Cebu City,Tacloban City,160.07,2006,
Cebu City,Tacloban City,160.07,2007,
Cebu City,Tacloban City,160.07,2008,
Cebu City,Tacloban City,160.07,2009,1
Cebu City,Tacloban City,160.07,2010,
Cebu City,Tacloban City,160.07,2011,106
Cebu City,Tacloban City,160.07,2012,
Cebu City,Tacloban City,160.07,2013,125
Cebu City,Tacloban City,160.07,2014,
Cebu City,Tacloban City,160.07,2015,
Cebu City,Tacloban City,160.07,2016,
Cebu City,Tacloban City,160.07,2017,
Cebu City,Tacloban City,160.07,2018,
Cebu City,Tacloban City,160.07,2019,
Cebu City,Tacloban City,160.07,2020,
Cebu City,Tacloban City,160.07,2021,25
Cebu City,Tacloban City,160.07,2022,
Cebu City,Puerto Princesa City,568.59,1995,
Cebu City,Puerto Princesa City,568.59,1996,
Cebu City,Puerto Princesa City,568.59,1997,
Cebu City,Puerto Princesa City,568.59,1998,
Cebu City,Puerto Princesa City,568.59,1999,
Cebu City,Puerto Princesa City,568.59,2000,
Cebu City,Puerto Princesa City,568.59,2001,
Cebu City,Puerto Princesa City,568.59,2002,18
Cebu City,Puerto Princesa City,568.59,2003,
Cebu City,Puerto Princesa City,568.59,2004,
Cebu City,Puerto Princesa City,568.59,2005,
Cebu City,Puerto Princesa City,568.59,2006,
Cebu City,Puerto Princesa City,568.59,2007,
Cebu City,Puerto Princesa City,568.59,2008,
Cebu City,Puerto Princesa City,568.59,2009,
Cebu City,Puerto Princesa City,568.59,2010,
Cebu City,Puerto Princesa City,568.59,2011,
Cebu City,Puerto Princesa City,568.59,2012,
Cebu City,Puerto Princesa City,568.59,2013,
Cebu City,Puerto Princesa City,568.59,2014,
Cebu City,Puerto Princesa City,568.59,2015,
Cebu City,Puerto Princesa City,568.59,2016,
Cebu City,Puerto Princesa City,568.59,2017,
Cebu City,Puerto Princesa City,568.59,2018,
Cebu City,Puerto Princesa City,568.59,2019,
Cebu City,Puerto Princesa City,568.59,2020,25
Cebu City,Puerto Princesa City,568.59,2021,
Cebu City,Puerto Princesa City,568.59,2022,35
Cebu City,Butuan City,234.33,1995,
Cebu City,Butuan City,234.33,1996,
Cebu City,Butuan City,234.33,1997,
Cebu City,Butuan City,234.33,1998,
Cebu City,Butuan City,234.33,1999,
Cebu City,Butuan City,234.33,2000,
Cebu City,Butuan City,234.33,2001,
Cebu City,Butuan City,234.33,2002,
Cebu City,Butuan City,234.33,2003,
Cebu City,Butuan City,234.33,2004,
Cebu City,Butuan City,234.33,2005,
Cebu City,Butuan City,234.33,2006,
Cebu City,Butuan City,234.33,2007,
Cebu City,Butuan City,234.33,2008,
Cebu City,Butuan City,234.33,2009,
Cebu City,Butuan City,234.33,2010,
Cebu City,Butuan City,234.33,2011,
Cebu City,Butuan City,234.33,2012,
Cebu City,Butuan City,234.33,2013,
Cebu City,Butuan City,234.33,2014,
Cebu City,Butuan City,234.33,2015,
Cebu City,Butuan City,234.33,2016,
Cebu City,Butuan City,234.33,2017,43
Cebu City,Butuan City,234.33,2018,
Cebu City,Butuan City,234.33,2019,51
Cebu City,Butuan City,234.33,2020,
Cebu City,Butuan City,234.33,2021,
Cebu City,Butuan City,234.33,2022,
Cebu City,"Kalibo, Aklan",228.79,1995,
Cebu City,"Kalibo, Aklan",228.79,1996,
Cebu City,"Kalibo, Aklan",228.79,1997,
Cebu City,"Kalibo, Aklan",228.79,1998,
Cebu City,"Kalibo, Aklan",228.79,1999,
Cebu City,"Kalibo, Aklan",228.79,2000,
Cebu City,"Kalibo, Aklan",228.79,2001,
Cebu City,"Kalibo, Aklan",228.79,2002,
Cebu City,"Kalibo, Aklan",228.79,2003,
Cebu City,"Kalibo, Aklan",228.79,2004,
Cebu City,"Kalibo, Aklan",228.79,2005,
Cebu City,"Kalibo, Aklan",228.79,2006,
Cebu City,"Kalibo, Aklan",228.79,2007,
Cebu City,"Kalibo, Aklan",228.79,2008,
Cebu City,"Kalibo, Aklan",228.79,2009,
Cebu City,"Kalibo, Aklan",228.79,2010,
Cebu City,"Kalibo, Aklan",228.79,2011,
Cebu City,"Kalibo, Aklan",228.79,2012,
Cebu City,"Kalibo, Aklan",228.79,2013,
Cebu City,"Kalibo, Aklan",228.79,2014,
Cebu City,"Kalibo, Aklan",228.79,2015,
Cebu City,"Kalibo, Aklan",228.79,2016,
Cebu City,"Kalibo, Aklan",228.79,2017,
Cebu City,"Kalibo, Aklan",228.79,2018,11
Cebu City,"Kalibo, Aklan",228.79,2019,
Cebu City,"Kalibo, Aklan",228.79,2020,
Cebu City,"Kalibo, Aklan",228.79,2021,
Cebu City,"Kalibo, Aklan",228.79,2022,
Cagayan de Oro City,Manila,782.74,1995,
Cagayan de Oro City,Manila,782.74,1996,
Cagayan de Oro City,Manila,782.74,1997,
Cagayan de Oro City,Manila,782.74,1998,51
Cagayan de Oro City,Manila,782.74,1999,
Cagayan de Oro City,Manila,782.74,2000,
Cagayan de Oro City,Manila,782.74,2001,
Cagayan de Oro City,Manila,782.74,2002,
Cagayan de Oro City,Manila,782.74,2003,
Cagayan de Oro City,Manila,782.74,2004,
Cagayan de Oro City,Manila,782.74,2005,
Cagayan de Oro City,Manila,782.74,2006,
Cagayan de Oro City,Manila,782.74,2007,
Cagayan de Oro City,Manila,782.74,2008,281
Cagayan de Oro City,Manila,782.74,2009,
Cagayan de Oro City,Manila,782.74,2010,
Cagayan de Oro City,Manila,782.74,2011,
Cagayan de Oro City,Manila,782.74,2012,
Cagayan de Oro City,Manila,782.74,2013,
Cagayan de Oro City,Manila,782.74,2014,
Cagayan de Oro City,Manila,782.74,2015,
Cagayan de Oro City,Manila,782.74,2016,
Cagayan de Oro City,Manila,782.74,2017,
Cagayan de Oro City,Manila,782.74,2018,
Cagayan de Oro City,Manila,782.74,2019,
Cagayan de Oro City,Manila,782.74,2020,
Cagayan de Oro City,Manila,782.74,2021,
Cagayan de Oro City,Manila,782.74,2022,
Cagayan de Oro City,Cebu City,214.79,1995,
Cagayan de Oro City,Cebu City,214.79,1996,
Cagayan de Oro City,Cebu City,214.79,1997,
Cagayan de Oro City,Cebu City,214.79,1998,
Cagayan de Oro City,Cebu City,214.79,1999,
Cagayan de Oro City,Cebu City,214.79,2000,
Cagayan de Oro City,Cebu City,214.79,2001,
Cagayan de Oro City,Cebu City,214.79,2002,
Cagayan de Oro City,Cebu City,214.79,2003,
Cagayan de Oro City,Cebu City,214.79,2004,
Cagayan de Oro City,Cebu City,214.79,2005,
Cagayan de Oro City,Cebu City,214.79,2006,
Cagayan de Oro City,Cebu City,214.79,2007,
Cagayan de Oro City,Cebu City,214.79,2008,
Cagayan de Oro City,Cebu City,214.79,2009,
Cagayan de Oro City,Cebu City,214.79,2010,
Cagayan de Oro City,Cebu City,214.79,2011,
Cagayan de Oro City,Cebu City,214.79,2012,
Cagayan de Oro City,Cebu City,214.79,2013,
Cagayan de Oro City,Cebu City,214.79,2014,
Cagayan de Oro City,Cebu City,214.79,2015,
Cagayan de Oro City,Cebu City,214.79,2016,
Cagayan de Oro City,Cebu City,214.79,2017,60
Cagayan de Oro City,Cebu City,214.79,2018,
Cagayan de Oro City,Cebu City,214.79,2019,
Cagayan de Oro City,Cebu City,214.79,2020,
Cagayan de Oro City,Cebu City,214.79,2021,
Cagayan de Oro City,Cebu City,214.79,2022,
"Catbalogan, Samar",Manila,512.03,1995,
"Catbalogan, Samar",Manila,512.03,1996,205
"Catbalogan, Samar",Manila,512.03,1997,
"Catbalogan, Samar",Manila,512.03,1998,
"Catbalogan, Samar",Manila,512.03,1999,215
"Catbalogan, Samar",Manila,512.03,2000,
"Catbalogan, Samar",Manila,512.03,2001,
"Catbalogan, Samar",Manila,512.03,2002,796
"Catbalogan, Samar",Manila,512.03,2003,
"Catbalogan, Samar",Manila,512.03,2004,297
"Catbalogan, Samar",Manila,512.03,2005,466
"Catbalogan, Samar",Manila,512.03,2006,
"Catbalogan, Samar",Manila,512.03,2007,
"Catbalogan, Samar",Manila,512.03,2008,
"Catbalogan, Samar",Manila,512.03,2009,
"Catbalogan, Samar",Manila,512.03,2010,
"Catbalogan, Samar",Manila,512.03,2011,
"Catbalogan, Samar",Manila,512.03,2012,
"Catbalogan, Samar",Manila,512.03,2013,
"Catbalogan, Samar",Manila,512.03,2014,
"Catbalogan, Samar",Manila,512.03,2015,
"Catbalogan, Samar",Manila,512.03,2016,
"Catbalogan, Samar",Manila,512.03,2017,
"Catbalogan, Samar",Manila,512.03,2018,
"Catbalogan, Samar",Manila,512.03,2019,
"Catbalogan, Samar",Manila,512.03,2020,
"Catbalogan, Samar",Manila,512.03,2021,
"Catbalogan, Samar",Manila,512.03,2022,
Dumaguete City,Manila,639.89,1995,
Dumaguete City,Manila,639.89,1996,
Dumaguete City,Manila,639.89,1997,
Dumaguete City,Manila,639.89,1998,
Dumaguete City,Manila,639.89,1999,
Dumaguete City,Manila,639.89,2000,
Dumaguete City,Manila,639.89,2001,
Dumaguete City,Manila,639.89,2002,
Dumaguete City,Manila,639.89,2003,
Dumaguete City,Manila,639.89,2004,
Dumaguete City,Manila,639.89,2005,
Dumaguete City,Manila,639.89,2006,1389
Dumaguete City,Manila,639.89,2007,
Dumaguete City,Manila,639.89,2008,
Dumaguete City,Manila,639.89,2009,
Dumaguete City,Manila,639.89,2010,
Dumaguete City,Manila,639.89,2011,
Dumaguete City,Manila,639.89,2012,
Dumaguete City,Manila,639.89,2013,
Dumaguete City,Manila,639.89,2014,
Dumaguete City,Manila,639.89,2015,
Dumaguete City,Manila,639.89,2016,
Dumaguete City,Manila,639.89,2017,779
Dumaguete City,Manila,639.89,2018,
Dumaguete City,Manila,639.89,2019,54
Dumaguete City,Manila,639.89,2020,
Dumaguete City,Manila,639.89,2021,
Dumaguete City,Manila,639.89,2022,
Davao City,Manila,977.43,1995,578
Davao City,Manila,977.43,1996,191
Davao City,Manila,977.43,1997,578
Davao City,Manila,977.43,1998,181
Davao City,Manila,977.43,1999,323
Davao City,Manila,977.43,2000,
Davao City,Manila,977.43,2001,38
Davao City,Manila,977.43,2002,152
Davao City,Manila,977.43,2003,
Davao City,Manila,977.43,2004,
Davao City,Manila,977.43,2005,82
Davao City,Manila,977.43,2006,
Davao City,Manila,977.43,2007,
Davao City,Manila,977.43,2008,
Davao City,Manila,977.43,2009,129
Davao City,Manila,977.43,2010,
Davao City,Manila,977.43,2011,197
Davao City,Manila,977.43,2012,778
Davao City,Manila,977.43,2013,99
Davao City,Manila,977.43,2014,1156
Davao City,Manila,977.43,2015,
Davao City,Manila,977.43,2016,
Davao City,Manila,977.43,2017,
Davao City,Manila,977.43,2018,785
Davao City,Manila,977.43,2019,506
Davao City,Manila,977.43,2020,
Davao City,Manila,977.43,2021,
Davao City,Manila,977.43,2022,
Davao City,Bacolod City,496.41,1995,
Davao City,Bacolod City,496.41,1996,
Davao City,Bacolod City,496.41,1997,
Davao City,Bacolod City,496.41,1998,
Davao City,Bacolod City,496.41,1999,78
Davao City,Bacolod City,496.41,2000,
Davao City,Bacolod City,496.41,2001,
Davao City,Bacolod City,496.41,2002,
Davao City,Bacolod City,496.41,2003,
Davao City,Bacolod City,496.41,2004,
Davao City,Bacolod City,496.41,2005,
Davao City,Bacolod City,496.41,2006,
Davao City,Bacolod City,496.41,2007,
Davao City,Bacolod City,496.41,2008,
Davao City,Bacolod City,496.41,2009,
Davao City,Bacolod City,496.41,2010,
Davao City,Bacolod City,496.41,2011,
Davao City,Bacolod City,496.41,2012,
Davao City,Bacolod City,496.41,2013,
Davao City,Bacolod City,496.41,2014,
Davao City,Bacolod City,496.41,2015,
Davao City,Bacolod City,496.41,2016,
Davao City,Bacolod City,496.41,2017,
Davao City,Bacolod City,496.41,2018,
Davao City,Bacolod City,496.41,2019,
Davao City,Bacolod City,496.41,2020,
Davao City,Bacolod City,496.41,2021,
Davao City,Bacolod City,496.41,2022,
Davao City,Cebu City,407.01,1995,37
Davao City,Cebu City,407.01,1996,21
Davao City,Cebu City,407.01,1997,37
Davao City,Cebu City,407.01,1998,
Davao City,Cebu City,407.01,1999,5
Davao City,Cebu City,407.01,2000,44
Davao City,Cebu City,407.01,2001,94
Davao City,Cebu City,407.01,2002,1
Davao City,Cebu City,407.01,2003,
Davao City,Cebu City,407.01,2004,
Davao City,Cebu City,407.01,2005,63
Davao City,Cebu City,407.01,2006,
Davao City,Cebu City,407.01,2007,
Davao City,Cebu City,407.01,2008,
Davao City,Cebu City,407.01,2009,
Davao City,Cebu City,407.01,2010,
Davao City,Cebu City,407.01,2011,
Davao City,Cebu City,407.01,2012,
Davao City,Cebu City,407.01,2013,58
Davao City,Cebu City,407.01,2014,
Davao City,Cebu City,407.01,2015,
Davao City,Cebu City,407.01,2016,
Davao City,Cebu City,407.01,2017,
Davao City,Cebu City,407.01,2018,
Davao City,Cebu City,407.01,2019,90
Davao City,Cebu City,407.01,2020,
Davao City,Cebu City,407.01,2021,
Davao City,Cebu City,407.01,2022,
Davao City,Iloilo City,524.49,1995,
Davao City,Iloilo City,524.49,1996,5
Davao City,Iloilo City,524.49,1997,
Davao City,Iloilo City,524.49,1998,1
Davao City,Iloilo City,524.49,1999,
Davao City,Iloilo City,524.49,2000,1
Davao City,Iloilo City,524.49,2001,
Davao City,Iloilo City,524.49,2002,
Davao City,Iloilo City,524.49,2003,
Davao City,Iloilo City,524.49,2004,
Davao City,Iloilo City,524.49,2005,
Davao City,Iloilo City,524.49,2006,
Davao City,Iloilo City,524.49,2007,
Davao City,Iloilo City,524.49,2008,30
Davao City,Iloilo City,524.49,2009,
Davao City,Iloilo City,524.49,2010,
Davao City,Iloilo City,524.49,2011,
Davao City,Iloilo City,524.49,2012,
Davao City,Iloilo City,524.49,2013,
Davao City,Iloilo City,524.49,2014,
Davao City,Iloilo City,524.49,2015,
Davao City,Iloilo City,524.49,2016,
Davao City,Iloilo City,524.49,2017,
Davao City,Iloilo City,524.49,2018,
Davao City,Iloilo City,524.49,2019,
Davao City,Iloilo City,524.49,2020,
Davao City,Iloilo City,524.49,2021,
Davao City,Iloilo City,524.49,2022,
Davao City,Zamboanga City,258,1995,
Davao City,Zamboanga City,258,1996,44
Davao City,Zamboanga City,258,1997,
Davao City,Zamboanga City,258,1998,
Davao City,Zamboanga City,258,1999,50
Davao City,Zamboanga City,258,2000,
Davao City,Zamboanga City,258,2001,
Davao City,Zamboanga City,258,2002,
Davao City,Zamboanga City,258,2003,
Davao City,Zamboanga City,258,2004,
Davao City,Zamboanga City,258,2005,1
Davao City,Zamboanga City,258,2006,
Davao City,Zamboanga City,258,2007,
Davao City,Zamboanga City,258,2008,
Davao City,Zamboanga City,258,2009,7
Davao City,Zamboanga City,258,2010,
Davao City,Zamboanga City,258,2011,
Davao City,Zamboanga City,258,2012,
Davao City,Zamboanga City,258,2013,
Davao City,Zamboanga City,258,2014,
Davao City,Zamboanga City,258,2015,
Davao City,Zamboanga City,258,2016,
Davao City,Zamboanga City,258,2017,
Davao City,Zamboanga City,258,2018,
Davao City,Zamboanga City,258,2019,
Davao City,Zamboanga City,258,2020,
Davao City,Zamboanga City,258,2021,
Davao City,Zamboanga City,258,2022,
Davao City,Cagayan de Oro City,195.33,1995,
Davao City,Cagayan de Oro City,195.33,1996,
Davao City,Cagayan de Oro City,195.33,1997,
Davao City,Cagayan de Oro City,195.33,1998,
Davao City,Cagayan de Oro City,195.33,1999,
Davao City,Cagayan de Oro City,195.33,2000,
Davao City,Cagayan de Oro City,195.33,2001,
Davao City,Cagayan de Oro City,195.33,2002,
Davao City,Cagayan de Oro City,195.33,2003,
Davao City,Cagayan de Oro City,195.33,2004,
Davao City,Cagayan de Oro City,195.33,2005,
Davao City,Cagayan de Oro City,195.33,2006,
Davao City,Cagayan de Oro City,195.33,2007,
Davao City,Cagayan de Oro City,195.33,2008,1
Davao City,Cagayan de Oro City,195.33,2009,
Davao City,Cagayan de Oro City,195.33,2010,
Davao City,Cagayan de Oro City,195.33,2011,
Davao City,Cagayan de Oro City,195.33,2012,
Davao City,Cagayan de Oro City,195.33,2013,
Davao City,Cagayan de Oro City,195.33,2014,
Davao City,Cagayan de Oro City,195.33,2015,
Davao City,Cagayan de Oro City,195.33,2016,
Davao City,Cagayan de Oro City,195.33,2017,
Davao City,Cagayan de Oro City,195.33,2018,
Davao City,Cagayan de Oro City,195.33,2019,
Davao City,Cagayan de Oro City,195.33,2020,
Davao City,Cagayan de Oro City,195.33,2021,
Davao City,Cagayan de Oro City,195.33,2022,
Davao City,Dipolog City,301.33,1995,
Davao City,Dipolog City,301.33,1996,
Davao City,Dipolog City,301.33,1997,
Davao City,Dipolog City,301.33,1998,
Davao City,Dipolog City,301.33,1999,
Davao City,Dipolog City,301.33,2000,
Davao City,Dipolog City,301.33,2001,
Davao City,Dipolog City,301.33,2002,
Davao City,Dipolog City,301.33,2003,
Davao City,Dipolog City,301.33,2004,
Davao City,Dipolog City,301.33,2005,
Davao City,Dipolog City,301.33,2006,20
Davao City,Dipolog City,301.33,2007,
Davao City,Dipolog City,301.33,2008,
Davao City,Dipolog City,301.33,2009,
Davao City,Dipolog City,301.33,2010,
Davao City,Dipolog City,301.33,2011,
Davao City,Dipolog City,301.33,2012,
Davao City,Dipolog City,301.33,2013,
Davao City,Dipolog City,301.33,2014,
Davao City,Dipolog City,301.33,2015,
Davao City,Dipolog City,301.33,2016,
Davao City,Dipolog City,301.33,2017,
Davao City,Dipolog City,301.33,2018,
Davao City,Dipolog City,301.33,2019,
Davao City,Dipolog City,301.33,2020,
Davao City,Dipolog City,301.33,2021,
Davao City,Dipolog City,301.33,2022,
Davao City,Tagbilaran City,345.18,1995,
Davao City,Tagbilaran City,345.18,1996,
Davao City,Tagbilaran City,345.18,1997,
Davao City,Tagbilaran City,345.18,1998,
Davao City,Tagbilaran City,345.18,1999,
Davao City,Tagbilaran City,345.18,2000,
Davao City,Tagbilaran City,345.18,2001,
Davao City,Tagbilaran City,345.18,2002,
Davao City,Tagbilaran City,345.18,2003,
Davao City,Tagbilaran City,345.18,2004,
Davao City,Tagbilaran City,345.18,2005,
Davao City,Tagbilaran City,345.18,2006,
Davao City,Tagbilaran City,345.18,2007,
Davao City,Tagbilaran City,345.18,2008,
Davao City,Tagbilaran City,345.18,2009,
Davao City,Tagbilaran City,345.18,2010,
Davao City,Tagbilaran City,345.18,2011,
Davao City,Tagbilaran City,345.18,2012,
Davao City,Tagbilaran City,345.18,2013,
Davao City,Tagbilaran City,345.18,2014,
Davao City,Tagbilaran City,345.18,2015,
Davao City,Tagbilaran City,345.18,2016,
Davao City,Tagbilaran City,345.18,2017,
Davao City,Tagbilaran City,345.18,2018,10
Davao City,Tagbilaran City,345.18,2019,
Davao City,Tagbilaran City,345.18,2020,
Davao City,Tagbilaran City,345.18,2021,
Davao City,Tagbilaran City,345.18,2022,
General Santos City,Manila,1051.17,1995,130
General Santos City,Manila,1051.17,1996,183
General Santos City,Manila,1051.17,1997,130
General Santos City,Manila,1051.17,1998,
General Santos City,Manila,1051.17,1999,
General Santos City,Manila,1051.17,2000,
General Santos City,Manila,1051.17,2001,133
General Santos City,Manila,1051.17,2002,
General Santos City,Manila,1051.17,2003,240
General Santos City,Manila,1051.17,2004,
General Santos City,Manila,1051.17,2005,
General Santos City,Manila,1051.17,2006,
General Santos City,Manila,1051.17,2007,
General Santos City,Manila,1051.17,2008,
General Santos City,Manila,1051.17,2009,
General Santos City,Manila,1051.17,2010,
General Santos City,Manila,1051.17,2011,
General Santos City,Manila,1051.17,2012,
General Santos City,Manila,1051.17,2013,
General Santos City,Manila,1051.17,2014,
General Santos City,Manila,1051.17,2015,
General Santos City,Manila,1051.17,2016,467
General Santos City,Manila,1051.17,2017,691
General Santos City,Manila,1051.17,2018,
General Santos City,Manila,1051.17,2019,
General Santos City,Manila,1051.17,2020,
General Santos City,Manila,1051.17,2021,
General Santos City,Manila,1051.17,2022,
General Santos City,Cebu City,490.99,1995,104
General Santos City,Cebu City,490.99,1996,50
General Santos City,Cebu City,490.99,1997,104
General Santos City,Cebu City,490.99,1998,
General Santos City,Cebu City,490.99,1999,70
General Santos City,Cebu City,490.99,2000,
General Santos City,Cebu City,490.99,2001,1
General Santos City,Cebu City,490.99,2002,4
General Santos City,Cebu City,490.99,2003,
General Santos City,Cebu City,490.99,2004,4
General Santos City,Cebu City,490.99,2005,1
General Santos City,Cebu City,490.99,2006,
General Santos City,Cebu City,490.99,2007,
General Santos City,Cebu City,490.99,2008,
General Santos City,Cebu City,490.99,2009,
General Santos City,Cebu City,490.99,2010,
General Santos City,Cebu City,490.99,2011,
General Santos City,Cebu City,490.99,2012,
General Santos City,Cebu City,490.99,2013,
General Santos City,Cebu City,490.99,2014,
General Santos City,Cebu City,490.99,2015,
General Santos City,Cebu City,490.99,2016,
General Santos City,Cebu City,490.99,2017,55
General Santos City,Cebu City,490.99,2018,50
General Santos City,Cebu City,490.99,2019,
General Santos City,Cebu City,490.99,2020,
General Santos City,Cebu City,490.99,2021,
General Santos City,Cebu City,490.99,2022,
General Santos City,Iloilo City,588.02,1995,
General Santos City,Iloilo City,588.02,1996,
General Santos City,Iloilo City,588.02,1997,
General Santos City,Iloilo City,588.02,1998,1
General Santos City,Iloilo City,588.02,1999,
General Santos City,Iloilo City,588.02,2000,
General Santos City,Iloilo City,588.02,2001,
General Santos City,Iloilo City,588.02,2002,
General Santos City,Iloilo City,588.02,2003,
General Santos City,Iloilo City,588.02,2004,1
General Santos City,Iloilo City,588.02,2005,
General Santos City,Iloilo City,588.02,2006,
General Santos City,Iloilo City,588.02,2007,
General Santos City,Iloilo City,588.02,2008,
General Santos City,Iloilo City,588.02,2009,
General Santos City,Iloilo City,588.02,2010,
General Santos City,Iloilo City,588.02,2011,
General Santos City,Iloilo City,588.02,2012,
General Santos City,Iloilo City,588.02,2013,
General Santos City,Iloilo City,588.02,2014,
General Santos City,Iloilo City,588.02,2015,
General Santos City,Iloilo City,588.02,2016,104
General Santos City,Iloilo City,588.02,2017,134
General Santos City,Iloilo City,588.02,2018,36
General Santos City,Iloilo City,588.02,2019,
General Santos City,Iloilo City,588.02,2020,
General Santos City,Iloilo City,588.02,2021,
General Santos City,Iloilo City,588.02,2022,25
Iloilo City,Manila,466.63,1995,1669
Iloilo City,Manila,466.63,1996,
Iloilo City,Manila,466.63,1997,1669
Iloilo City,Manila,466.63,1998,
Iloilo City,Manila,466.63,1999,1245
Iloilo City,Manila,466.63,2000,1093
Iloilo City,Manila,466.63,2001,
Iloilo City,Manila,466.63,2002,3018
Iloilo City,Manila,466.63,2003,
Iloilo City,Manila,466.63,2004,3378
Iloilo City,Manila,466.63,2005,
Iloilo City,Manila,466.63,2006,1774
Iloilo City,Manila,466.63,2007,
Iloilo City,Manila,466.63,2008,
Iloilo City,Manila,466.63,2009,
Iloilo City,Manila,466.63,2010,
Iloilo City,Manila,466.63,2011,1768
Iloilo City,Manila,466.63,2012,
Iloilo City,Manila,466.63,2013,
Iloilo City,Manila,466.63,2014,1154
Iloilo City,Manila,466.63,2015,
Iloilo City,Manila,466.63,2016,407
Iloilo City,Manila,466.63,2017,102
Iloilo City,Manila,466.63,2018,
Iloilo City,Manila,466.63,2019,98
Iloilo City,Manila,466.63,2020,
Iloilo City,Manila,466.63,2021,
Iloilo City,Manila,466.63,2022,
Iloilo City,Cebu City,151.28,1995,
Iloilo City,Cebu City,151.28,1996,100
Iloilo City,Cebu City,151.28,1997,
Iloilo City,Cebu City,151.28,1998,
Iloilo City,Cebu City,151.28,1999,
Iloilo City,Cebu City,151.28,2000,
Iloilo City,Cebu City,151.28,2001,1
Iloilo City,Cebu City,151.28,2002,
Iloilo City,Cebu City,151.28,2003,
Iloilo City,Cebu City,151.28,2004,
Iloilo City,Cebu City,151.28,2005,
Iloilo City,Cebu City,151.28,2006,
Iloilo City,Cebu City,151.28,2007,
Iloilo City,Cebu City,151.28,2008,
Iloilo City,Cebu City,151.28,2009,
Iloilo City,Cebu City,151.28,2010,
Iloilo City,Cebu City,151.28,2011,75
Iloilo City,Cebu City,151.28,2012,1
Iloilo City,Cebu City,151.28,2013,67
Iloilo City,Cebu City,151.28,2014,118
Iloilo City,Cebu City,151.28,2015,
Iloilo City,Cebu City,151.28,2016,96
Iloilo City,Cebu City,151.28,2017,
